Timestamp,city,province_state,country,gender,pronouns,pre_oh,session_1,session_2,session_3,post_oh,total_events,submitted_pr,joined_discord,role,urp,sessions,learn_of_sprint,prior_sprints,os_experience,prior_os_pr,git,prog_langs,python_experience,used_pymc,pymc_repo_familiar,why_in_sprint,prep_work,primary_spoken_language,language_translation
6/30/2022 21:56:00,Nairobi,Nairobi,Kenya,Woman,she/her,1,,,,,1,,1,Software developer,"Yes, I identify as an under-represented person.","Pre-event office hours:  July 2, 2022 (Saturday), Working session #1:  July 9, 2022 (Saturday), Working session #2: July 22, 2022 (Friday), Working session #3: August 4, 2022 (Thursday), Post-sprint office hours:  August 18, 2022 (Thursday)",Meetup,No,No experience,No,"comfortable submitting a PR, comfortable cloning a repository","Python, Javascript",Beginner,I am not at all familiar with PyMC.,I am not at all familiar with this library.,I am advancing my skills in Python for both Web Development and Data Analytics. I believe that Open Source software is of priceless value to both individuals and organisations. I've been eager to get started on contributing to Open Source projects. This event would therefore be an excellent opportunity to collaborate with like-minded peers.,Yes,English,No
7/1/2022 13:49:08,Vancouver,British Columbia,Canada,Woman,she/her,1,,,,,1,,1,"Data Scientist, Student","Yes, I identify as an under-represented person.","Pre-event office hours:  July 2, 2022 (Saturday)",by invitation,Yes,Beginner,Yes,"comfortable submitting a PR, comfortable setting up virtual environment, comfortable cloning a repository","Python, R",Intermediate,I am not at all familiar with PyMC.,I am not at all familiar with this library.,To network and build my skills,No,English,No
7/2/2022 0:00:26,Tampa,Florida,USA,Man,he/him,,,,,,0,,0,Engineer,"Yes, I identify as an under-represented person.","Pre-event office hours:  July 2, 2022 (Saturday), Working session #1:  July 9, 2022 (Saturday), Working session #2: July 22, 2022 (Friday), Working session #3: August 4, 2022 (Thursday), Post-sprint office hours:  August 18, 2022 (Thursday)",Meetup,No,Beginner,Yes,"comfortable submitting a PR, comfortable cloning a repository","Python, javascript",Beginner,I am not at all familiar with PyMC.,I am not at all familiar with this library.,to learn,Yes,English,No
7/2/2022 2:20:00,Paris,Île de France ,France,Woman,she/her,,,,,,0,,0,Data Scientist,"Yes, I identify as an under-represented person.","Working session #1:  July 9, 2022 (Saturday), Working session #3: August 4, 2022 (Thursday)","Meetup, Twitter",Short workshop by wimlds ,Beginner,Yes,"comfortable submitting a PR, comfortable cloning a repository, used Git, but am not comfortable",Python,Advanced,I am not at all familiar with PyMC.,I am not at all familiar with this library.,To contribute to open source ,Yes,"French, English",No
7/2/2022 8:56:19,Mombasa,Mombasa,Kenya,Man,he/him,1,1,,,,2,,1,Analyst,I prefer not to answer this question.,"Pre-event office hours:  July 2, 2022 (Saturday), Working session #1:  July 9, 2022 (Saturday), Working session #2: July 22, 2022 (Friday), Working session #3: August 4, 2022 (Thursday), Post-sprint office hours:  August 18, 2022 (Thursday)",Meetup,No,Beginner,No,comfortable setting up virtual environment,"Python, R, C+ / C++",Intermediate,I am not at all familiar with PyMC.,"I am familiar, I have looked at the codebase.",Learn about how to cobtribute in Open Source.,Yes,"English, Swahili",No
7/2/2022 9:05:08,Nairobi,Nairobi City,Kenya,Man,he/him,1,,,,,1,,1,"Data Scientist, Analyst, Statistician, Researcher",I identify as an Ally in data science.,"Pre-event office hours:  July 2, 2022 (Saturday), Working session #1:  July 9, 2022 (Saturday)",Meetup,Yes,Intermediate,No,"comfortable setting up virtual environment, comfortable cloning a repository","Python, R, C+ / C++",Advanced,I have used some PyMC for machine learning analysis.,I have never looked at the source code.,My goal is to put my skills into use and learn More while at it,Yes,English,No
7/2/2022 9:10:03,Seattle,Washington,USA,Woman,she/her,,,,,,0,,0,"self-learner, returning to work","Yes, I identify as an under-represented person.","Pre-event office hours:  July 2, 2022 (Saturday), Working session #1:  July 9, 2022 (Saturday), Working session #2: July 22, 2022 (Friday), Working session #3: August 4, 2022 (Thursday), Post-sprint office hours:  August 18, 2022 (Thursday)",somewhere on the interwebs,No,No experience,No,"used Git, but am not comfortable","Python, javascript",Beginner,I am not at all familiar with PyMC.,I am not at all familiar with this library.,"learning opportunity, exposure to new information",Not sure,English,No
7/2/2022 9:46:43,Nigeria,Lagos ,Nigeria,Woman,she/her,,,,,,0,,0,"Analyst, Statistician, Student, Researcher","No, I do not identify as an under-represented person.","Pre-event office hours:  July 2, 2022 (Saturday)",Meetup,No,Intermediate,No,"used Git, but am not comfortable, no experience with Git",R,Beginner,I am not at all familiar with PyMC.,I have never looked at the source code.,Improvement ,Yes,English,No
7/2/2022 10:23:32,Bangalore,Karnataka,India,Man,he/him,1,1,,,,2,1,1,Engineer,"No, I do not identify as an under-represented person.","Pre-event office hours:  July 2, 2022 (Saturday), Working session #1:  July 9, 2022 (Saturday), Working session #2: July 22, 2022 (Friday), Working session #3: August 4, 2022 (Thursday), Post-sprint office hours:  August 18, 2022 (Thursday)",Reshama's github,No,Beginner,Yes,"comfortable submitting a PR, comfortable setting up virtual environment, comfortable cloning a repository",Python,Intermediate,I am not at all familiar with PyMC.,I have never looked at the source code.,"Meet new people, have fun and learn new things !!",Not sure,English,No
7/3/2022 4:24:13,Be'er Sheva,South,Israel,Man,he/him,,,,,,0,,0,Researcher,I identify as an Ally in data science.,"Working session #1:  July 9, 2022 (Saturday), Working session #2: July 22, 2022 (Friday), Working session #3: August 4, 2022 (Thursday)",PyMC discourse board,No,No experience,No,"comfortable setting up virtual environment, comfortable cloning a repository","Python, MATLAB, C+ / C++",Intermediate,I have used some PyMC for machine learning analysis.,I have never looked at the source code.,Contribute and learn,Yes,"English, Hebrew",No
7/5/2022 16:41:43,Carrollton,Texas,USA,Prefer not to say,they/them or he/him,,,,,,0,,0,"Researcher, Software developer","Yes, I identify as an under-represented person.","Working session #2: July 22, 2022 (Friday), Working session #3: August 4, 2022 (Thursday), Post-sprint office hours:  August 18, 2022 (Thursday)","a friend, colleague, etc.  (word of mouth)",No,Advanced,Yes,"comfortable submitting a PR, comfortable setting up virtual environment, comfortable cloning a repository","Python, C+ / C++",Advanced,I am highly experienced with PyMC.,"I am familiar, I have submitted a PR in the past","Increase familiarity with PyMC, especially v4, and adding new features",Yes,English,No
7/7/2022 10:47:41,Rochester,New York,USA,Woman,she/her,,,,,,0,,0,"Analyst, Student","Yes, I identify as an under-represented person.","Working session #1:  July 9, 2022 (Saturday), Working session #2: July 22, 2022 (Friday), Working session #3: August 4, 2022 (Thursday), Post-sprint office hours:  August 18, 2022 (Thursday)",WIA,No,No experience,No,no experience with Git,"Python, R, SQL",Beginner,I am not at all familiar with PyMC.,I am not at all familiar with this library.,Open source data is very valuable and I'd like to know how to take advantage of it.,Not sure,"English, ASL",No
7/8/2022 10:35:12,Tarkwa ,Western Region,Ghana,Man,he/him,,1,,,,1,,1,"Analyst, Researcher","Yes, I identify as an under-represented person.","Working session #1:  July 9, 2022 (Saturday), Post-sprint office hours:  August 18, 2022 (Thursday)",Twitter,No,Beginner,No,comfortable cloning a repository,Python,Intermediate,I am not at all familiar with PyMC.,I am not at all familiar with this library.,I want to learn much from experienced scientists and also learn about PyMC library,,English,No
7/9/2022 9:15:44,London,England,UK,Woman,she/her,1,1,,,,2,,1,Data Scientist,"Yes, I identify as an under-represented person.","Working session #1:  July 9, 2022 (Saturday), Working session #2: July 22, 2022 (Friday), Working session #3: August 4, 2022 (Thursday), Post-sprint office hours:  August 18, 2022 (Thursday)",Meetup,No,No experience,No,"comfortable cloning a repository, used Git, but am not comfortable",Python,Advanced,I am not at all familiar with PyMC.,I have never looked at the source code.,use pymc at work for our BayesMMM,No,"Spanish, Catalan, English",No
7/15/2022 14:52:00,Mundra,Gujarat,India,Man,he/him,,,,,,0,,0,Student,I prefer not to answer this question.,"Working session #2: July 22, 2022 (Friday), Working session #3: August 4, 2022 (Thursday), Post-sprint office hours:  August 18, 2022 (Thursday)",Meetup,No,Intermediate,No,"comfortable submitting a PR, comfortable cloning a repository",Python,Intermediate,I am not at all familiar with PyMC.,I am not at all familiar with this library.,To contribute to this vast world of Open Source and gain knowledge in the field of data.,,"Hindi, English",No
7/16/2022 16:49:28,Vijayawada,Andhra Pradesh,India,Woman,she/her,,,,,,0,,0,Student,I prefer not to answer this question.,"Working session #2: July 22, 2022 (Friday), Post-sprint office hours:  August 18, 2022 (Thursday)",Meetup,Yes,Beginner,Yes,"comfortable submitting a PR, comfortable setting up virtual environment, comfortable cloning a repository",Python,Advanced,I am not at all familiar with PyMC.,I have never looked at the source code.,I recently started learning about Open Source through MLH. I want to learn and explore more and I feel that this could a great opportunity for me to learn. ,Yes,English,No
7/19/2022 11:33:23,Dallas,Texas,USA,Man,he/him,,,,,,0,,0,Looking for Data Science jobs,"No, I do not identify as an under-represented person.","Working session #2: July 22, 2022 (Friday), Working session #3: August 4, 2022 (Thursday), Post-sprint office hours:  August 18, 2022 (Thursday)","a friend, colleague, etc.  (word of mouth)",No,Beginner,Yes,"comfortable submitting a PR, comfortable setting up virtual environment, comfortable cloning a repository",Python,Intermediate,I am not at all familiar with PyMC.,I am not at all familiar with this library.,Want to contribute to something meaningful with my time while I am searching for employment,Yes,English,No
7/21/2022 13:27:30,Singapore,Singapore,Singapore,Prefer not to say,Prefer not to say,,,,,,0,,0,Engineer,I identify as an Ally in data science.,"Working session #2: July 22, 2022 (Friday), Working session #3: August 4, 2022 (Thursday), Post-sprint office hours:  August 18, 2022 (Thursday)",Meetup,No,Intermediate,No,"comfortable submitting a PR, comfortable setting up virtual environment, comfortable cloning a repository",Python,Intermediate,I am not at all familiar with PyMC.,I am not at all familiar with this library.,Curiosity,Yes,English,No
7/22/2022 4:08:01,Kiserian,"Kisrian, Kajiado",Kenya,Man,he/him,,,,,,0,,1,"Data Scientist, Student, Software developer","No, I do not identify as an under-represented person.","Working session #2: July 22, 2022 (Friday), Working session #3: August 4, 2022 (Thursday)",Meetup,No,No experience,No,"comfortable submitting a PR, comfortable setting up virtual environment, comfortable cloning a repository","Python, R, MATLAB, Java",Intermediate,I am not at all familiar with PyMC.,I am not at all familiar with this library.,To advance my skills in Open Source ,Yes,English,No
7/22/2022 7:30:45,Bangalore,Karnataka,India,Man,he/him,,,1,,,1,,1,"Data Scientist, Engineer","No, I do not identify as an under-represented person.","Pre-event office hours:  July 2, 2022 (Saturday), Working session #1:  July 9, 2022 (Saturday)",Meetup,Yes,Advanced,Yes,"comfortable submitting a PR, comfortable setting up virtual environment, comfortable cloning a repository",Python,Intermediate,I am not at all familiar with PyMC.,"I am familiar, I have looked at the codebase.",To learn more about Pymc,Yes,"Hindi, English",No
7/22/2022 13:14:07,Hampton,Virginia,USA,Man,he/him,,,1,,,1,,1,Data Scientist,I identify as an Ally in data science.,"Working session #2: July 22, 2022 (Friday), Working session #3: August 4, 2022 (Thursday), Post-sprint office hours:  August 18, 2022 (Thursday)",Meetup,No,Intermediate,Yes,"comfortable submitting a PR, comfortable setting up virtual environment, comfortable cloning a repository","Python, R, MATLAB, C+ / C++, Java",Advanced,I am not at all familiar with PyMC.,I am not at all familiar with this library.,i think it would be fun,Yes,English,No
8/2/2022 2:10:55,JAIPUR,Rajasthan,India,Woman,she/her,,,,,,0,,1,"Engineer, Software developer",I prefer not to answer this question.,"Pre-event office hours:  July 2, 2022 (Saturday), Working session #1:  July 9, 2022 (Saturday), Working session #2: July 22, 2022 (Friday), Working session #3: August 4, 2022 (Thursday), Post-sprint office hours:  August 18, 2022 (Thursday)",Youtube,No,Intermediate,Yes,comfortable submitting a PR,Python,Intermediate,I am not at all familiar with PyMC.,I have never looked at the source code.,"I was a Google Summer of Code student in 2018 and recently unable to get back to open source. So, trying to be an active contributor again.",Yes,"English, Hindi",No
8/4/2022 2:13:14,Bhubaneswar,Odisha,India,Man,he/him,,,,,,0,,1,Student,"No, I do not identify as an under-represented person.","Working session #3: August 4, 2022 (Thursday), Post-sprint office hours:  August 18, 2022 (Thursday)","a friend, colleague, etc.  (word of mouth)",No,No experience,No,"comfortable cloning a repository, used Git, but am not comfortable",Python,Beginner,I am not at all familiar with PyMC.,I am not at all familiar with this library.,To learn new things ,Yes,"Hindi, English",No
8/4/2022 6:11:12,Nayagarh,Odisha,India,Man,he/him,,,,,,0,,1,Student,"No, I do not identify as an under-represented person.","Working session #3: August 4, 2022 (Thursday), Post-sprint office hours:  August 18, 2022 (Thursday)","Meetup, Slack",Yes,Intermediate,Yes,"comfortable submitting a PR, comfortable setting up virtual environment, comfortable cloning a repository",Python,Advanced,I am highly experienced with PyMC.,"I am familiar, I have submitted a PR in the past",To Learn new things,Yes,English,No
8/4/2022 6:58:04,Delhi,Delhi,India,Man,he/him,,,,1,,1,1,1,"Engineer, Student, Software developer","Yes, I identify as an under-represented person.","Working session #3: August 4, 2022 (Thursday), Post-sprint office hours:  August 18, 2022 (Thursday)","a friend, colleague, etc.  (word of mouth)",No,Beginner,Yes,"comfortable submitting a PR, comfortable setting up virtual environment, comfortable cloning a repository","Python, C+ / C++, Java",Intermediate,I am not at all familiar with PyMC.,I have never looked at the source code.,Hacktoberfest 2020,Yes,English,No
8/4/2022 11:28:28,Delhi,Delhi,India,Man,he/him,,,,1,,1,1,1,Student,"No, I do not identify as an under-represented person.","Working session #3: August 4, 2022 (Thursday)","a friend, colleague, etc.  (word of mouth)",No,Beginner,Yes,comfortable cloning a repository,"C+ / C++, Java",No experience with Python,I am not at all familiar with PyMC.,I am not at all familiar with this library.,I want to learn about open source,Yes,"Hindi, English",No
8/10/2022 23:46:33,Choa Chu Kang,Choa Chu Kang,Singapore,Man,he/him,,,,,,0,,0,Software developer,"No, I do not identify as an under-represented person.","Post-sprint office hours:  August 18, 2022 (Thursday)",LinkedIn,No,Intermediate,Yes,"comfortable submitting a PR, comfortable setting up virtual environment, comfortable cloning a repository","Python, C+ / C++",Intermediate,I am not at all familiar with PyMC.,I have never looked at the source code.,To brush up my Bayesian statistical knowledge and having this OS contribution to polish up my resume,Yes,"English, Mandarin",No
8/10/2022 23:46:33,Berlin,Berlin,Germany,Woman,she/her,1,1,1,,,3,1,1,Data Scientist,"Yes, I identify as an under-represented person.",,Meetup,Yes,Intermediate,Yes,"comfortable submitting a PR, comfortable setting up virtual environment, comfortable cloning a repository",Python,Intermediate,I have used some PyMC for machine learning analysis.,"I am familiar, I have looked at the codebase.",,,"Spanish, English",No
8/10/2022 23:46:33,Faridabad,Haryana,India,Man,he/him,1,1,1,,,3,1,1,Student,I prefer not to answer this question.,,Slack,No,Intermediate,No,"comfortable submitting a PR, comfortable setting up virtual environment, comfortable cloning a repository",Python,Intermediate,I have used some PyMC for machine learning analysis.,"I am familiar, I have looked at the codebase.",,,English,No
8/10/2022 23:46:33,New York,New York,USA,Woman,she/her,1,1,1,1,1,5,1,1,Data Scientist,"Yes, I identify as an under-represented person.",,Meetup,Yes,Intermediate,Yes,"comfortable submitting a PR, comfortable setting up virtual environment, comfortable cloning a repository",Python,Intermediate,I have used some PyMC for machine learning analysis.,"I am familiar, I have looked at the codebase.",,,English,No
